 123  354 2015  3  1   12   10   9.0000   1115.804    312.525      6.939
 123  354 2015  3  1   12   10  29.0000    976.430    310.690      9.496
 123  354 2015  3  1   12   10  49.0000    839.450    308.269     12.749
 123  354 2015  3  1   12   11   9.0000    707.023    304.776     16.769
 123  354 2015  3  1   12   11  29.0000    581.009    299.570     22.130
 123  354 2015  3  1   12   11  49.0000    467.719    290.823     29.628
 123  354 2015  3  1   12   12   9.0000    378.783    274.653     39.334
 123  354 2015  3  1   12   12  29.0000    333.379    244.441     47.440
 123  354 2015  3  1   12   12  49.0000    349.771    207.819     45.114
 123  354 2015  3  1   12   13   9.0000    420.135    184.471     35.911
 123  354 2015  3  1   12   13  29.0000    523.378    172.260     27.527
 123  354 2015  3  1   12   13  49.0000    643.391    165.329     21.381
 123  354 2015  3  1   12   14   9.0000    772.744    161.076     16.811
 123  354 2015  3  1   12   14  29.0000    906.877    158.160     13.287
 123  354 2015  3  1   12   14  49.0000   1044.472    156.053     10.501
 123  354 2015  3  1   12   15   9.0000   1183.726    154.439      8.254
 123  354 2015  3  1   12   15  29.0000   1324.346    153.220      6.275
